0,0,63614051,Rich in Love
0,0,24739067,El mariachi
0,0,51207841,Mom and Dad Save the World
0,0,11260311,Bad Lieutenant
0,0,60016516,Bitter Moon
0,0,22363332,Poison Ivy
0,0,27013326,The Waterdance
0,0,6309976,A Midnight Clear
0,0,2455053,South Central
0,0,26396987,Light Sleeper
1,0,93187621,The Hand That Rocks the Cradle
0,0,33268840,The Opposite Sex and How to Live with Them
1,0,64069148,Under Siege
1,1,24396112,Patriot Games
1,0,13315800,Dracula
0,1,14513547,Boomerang
1,0,425869481,Jurassic Park
1,1,175497861,Mrs. Doubtfire
1,0,177328413,The Fugitive
0,0,7618365,Demolition Man
0,1,7328685,Tombstone
0,1,40184827,The Three Musketeers
0,0,3613268,Beethoven's 2nd
0,1,89442800,Last Action Hero
0,1,19920527,Wayne's World 2
0,1,9780958,Made in America
0,0,1078034,The Good Son
0,1,781949,Teenage Mutant Ninja Turtles III
0,0,19793581,Falling Down
0,0,62344300,The Piano
0,1,32969552,Hocus Pocus
0,0,24443055,Carlito's Way
0,0,5041648,Alive
0,0,13173920,Robin Hood: Men in Tights
0,0,478167,Dragon: The Bruce Lee Story
1,1,55844215,The Firm
0,0,3940179,The Joy Luck Club
0,0,11098643,Hard Target
0,0,25901079,The Age of Innocence
0,0,4884958,Loaded Weapon 1
0,0,6878919,Poetic Justice
0,0,4802807,Shadowlands
0,0,26539176,In the Name of the Father
0,0,4506119,The Adventures of Huck Finn
0,0,21719406,Striking Distance
0,0,42029040,The Remains of the Day
0,0,19001095,Much Ado About Nothing
0,0,2749684,Nowhere to Run
0,1,46124856,Super Mario Bros.
0,0,14799930,Sugar Hill
0,0,109199,A Bronx Tale
1,1,85029747,Sleepless in Seattle
0,0,9938833,Jason Goes to Hell: The Final Friday
0,0,16718652,Iron Monkey
0,1,42650694,Geronimo: An American Legend
0,0,37018629,Man's Best Friend
0,0,46762535,Manhattan Murder Mystery
0,1,82930387,For Love or Money
0,0,82181735,Gettysburg
0,0,45465408,RoboCop 3
0,0,10903218,Boiling Point
0,0,2862730,The Dark Half
0,1,48507835,What's Eating Gilbert Grape
0,0,18843802,Leprechaun
0,0,11942276,The Meteor Man
0,0,2543644,Dazed and Confused
1,0,88859139,Indecent Proposal
0,0,77903,The Wedding Banquet
0,0,54921996,The Temp
0,0,26423885,Six Degrees of Separation
0,0,11060957,The House of the Spirits
0,0,52835544,Heaven & Earth
0,1,44219253,Batman: Mask of the Phantasm
0,0,47182761,Ghost in the Machine
0,0,55685142,Little Buddha
0,0,67852034,Blood In, Blood Out
0,0,24247348,Warlock: The Armageddon
0,0,43780728,Gunmen
0,0,18556889,Romeo Is Bleeding
0,0,6694231,Only the Strong
0,0,19658928,Mr. Wonderful
1,0,54047614,In the Line of Fire
1,0,62504321,The Pelican Brief
1,0,22874189,Schindler's List
0,0,13267651,Airborne
0,0,46514220,Calendar Girl
0,0,56517870,Red Rock West
0,0,46703805,Son of the Pink Panther
0,0,12423880,Kalifornia
0,1,67129812,The Nutcracker
0,0,1518192,Carnosaur
0,0,46802127,Even Cowgirls Get the Blues
0,0,30689120,A Home of Our Own
0,0,49636036,Josh and S.A.M.
0,0,65712467,Ernest Rides Again
0,0,28908945,King of the Hill
0,0,27983089,Excessive Force
1,0,5064155,Cliffhanger
0,0,14448443,Money for Nothing
0,0,50967884,The Thing Called Love
0,0,24663146,Ruby in Paradise
0,0,14683338,Bodies, Rest & Motion
0,0,54441225,The Princess and the Cobbler
0,0,12041862,Cronos
0,0,14284825,Body Snatchers
0,0,13230251,Killing Zoe
1,1,35158801,Free Willy
1,1,44636783,Philadelphia
1,0,33901610,The Nightmare Before Christmas
0,0,17495997,Cool Runnings
1,1,347066820,The Lion King
1,1,300488315,Forrest Gump
0,0,7210508,The Specialist
0,0,20044789,Four Weddings and a Funeral
0,1,19420236,Naked Gun 33 1/3: The Final Insult
0,0,50144861,The Crow
0,0,19076880,Angels in the Outfield
0,0,25673949,Little Women
0,0,6758433,The River Wild
0,0,19705463,Timecop
0,0,11048391,The Jungle Book
0,1,119852974,City Slickers II: The Legend of Curly's Gold
0,1,77947542,Beverly Hills Cop III
0,0,33479806,On Deadly Ground
0,1,36101633,Rihie Rih
0,1,79161360,Junior
0,0,12663468,Street Fighter
1,1,37755090,True Lies
1,1,132410255,The Santa Clause
0,0,15669792,The Shadow
0,1,106855756,I Love Trouble
0,0,19075592,A Low Down Dirty Shame
0,0,54489704,Drop Zone
0,0,36837742,The Shawshank Redemption
0,0,39250978,Guarding Tess
0,1,36346872,I.Q.
0,1,197288452,Wyatt Earp
0,1,120186863,Renaissance Man
0,0,7002470,Don Juan DeMarco
0,0,58552144,Frankenstein
0,0,41763017,The Air Up There
0,1,49301869,Intersection
0,0,18369645,Il Postino: The Postman
0,1,73082827,The Cowboy Way
0,0,30877842,Color of Night
0,0,1648107,8 Seconds
0,0,56938496,Little Giants
0,1,70401009,Getting Even with Dad
0,0,61126194,Love Affair
0,0,10332748,New Nightmare
1,0,108100614,The Flintstones
1,0,132630823,Dumb & Dumber
1,1,41578123,Clear and Present Danger
1,0,50041936,Speed
0,0,14231328,Blink
0,1,77891276,Baby's Day Out
0,0,30744502,Terminal Velocity
0,0,14103935,No Escape
0,0,7940307,Muriel's Wedding
0,0,11169563,Highlander: The Final Dimension
0,0,44629886,Crooklyn
0,0,5320064,Bullets Over Broadway
0,1,85110184,The Pagemaster
0,0,40818620,3 Ninjas Kick Back
0,0,5064841,The Legend of Drunken Master
0,0,49184487,The Ref
0,1,106046673,Thumbelina
0,0,91780858,I'll Do Anything
0,1,111896058,The Swan Princess
0,0,30816184,In the Mouth of Madness
0,0,6997295,Fresh
0,0,2394474,Serial Mom
1,0,115550294,Pulp Fiction
0,0,7499878,Surviving the Game
0,0,26475602,Barcelona
0,1,73615693,North
0,0,72062392,Mixed Nuts
0,0,132079358,The Road to Wellville
0,0,47083175,The Last Seduction
0,0,9083011,The Secret of Roan Inish
0,0,53024259,Ed Wood
0,0,10152853,PCU
0,0,54015100,Jimmy Hollywood
0,0,39915783,Squanto: A Warrior's Tale
0,0,48726677,Silent Fall
0,0,28291496,Clerks.
0,0,46211133,Heavenly Creatures
1,0,25742790,Interview with the Vampire: The Vampire Chronicles
0,0,22834036,Shallow Grave
0,0,64781353,The Hudsucker Proxy
0,0,11087830,Burnt by the Sun
0,0,5896892,Go Fish
0,0,23008122,Double Dragon
0,0,12697805,A Good Man in Africa
0,0,29772563,Leprechaun 2
0,0,84141415,Mrs. Parker and the Vicious Circle
0,0,39512916,Being Human
0,0,20566804,Car 54, Where Are You?
0,0,2163461,Mute Witness
0,0,4438004,Little Odessa
1,0,46622186,The Client
0,0,31121946,Mother's Boys
0,0,2974458,Drop Squad
0,0,5320474,Federal Hill
0,0,15902788,Nadja
1,1,53557782,Disclosure
1,1,7239877,Star Trek: Generations
0,0,53764901,Ace Ventura: Pet Detective
0,0,21817533,Stargate
0,0,41739465,Legends of the Fall
0,0,45863761,Wolf
1,1,91599006,Batman Forever
0,0,9941688,Species
0,0,25858749,Twelve Monkeys
0,1,32412841,Clueless
0,1,28915011,Sabrina
0,0,14527514,The Net
0,0,40579813,Under Siege 2: Dark Territory
0,0,43888844,A Walk in the Clouds
0,0,7834409,The Brady Bunch Movie
0,0,19463484,Sense and Sensibility
0,0,50367860,Casino
0,0,40719092,Dead Man Walking
0,1,32314433,Mighty Morphin Power Rangers: The Movie
0,1,89721322,First Knight
0,0,42197750,The Indian in the Cupboard
0,0,45774108,Money Train
0,0,57396109,Judge Dredd
1,1,19058911,Pocahontas
0,0,2186146,Rumble in the Bronx
0,0,7933567,Copycat
0,0,19346000,Leaving Las Vegas
0,0,8956203,Rob Roy
0,1,48446130,Toy Story
0,0,26218543,Assassins
0,0,46663745,Friday
0,0,23359652,Houseguest
0,0,12062415,Desperado
0,0,1617388,Billy Madison
0,0,8690670,Dead Presidents
0,0,40610215,Virtuosity
0,0,38681639,Boys on the Side
0,0,11800484,The Usual Suspects
0,0,48204931,Sudden Death
0,0,12725740,To Die For
0,0,19176650,Tales from the Crypt: Demon Knight
0,0,59178001,Showgirls
0,0,30148729,Vampire in Brooklyn
0,0,8426705,Johnny Mnemonic
0,0,40309278,The Quick and the Dead
0,0,24128759,The Big Green
0,0,33551602,Home for the Holidays
0,0,32461903,The Prophecy
0,0,3878225,Devil in a Blue Dress
0,0,41828914,Kiss of Death
0,0,54427844,Nixon
0,0,17885937,Clockers
0,0,14395743,Hideaway
0,0,52558043,Roommates
0,0,23825185,Tales from the Hood
0,0,69248585,Fair Game
0,0,60484261,My Family
0,1,113243520,Cutthroat Island
0,0,31288665,Dracula: Dead and Loving It
0,0,38957732,The Scarlet Letter
0,0,14335326,The Brothers McMullen
0,0,14248346,A Little Princess
0,0,30811073,Village of the Damned
0,0,49579015,Smoke
0,1,49170814,Tall Tale
0,0,107519435,Strange Days
1,0,102530668,Ace Ventura: When Nature Calls
1,1,32575271,GoldenEye
0,0,55733388,Losing Isaiah
0,0,6058562,Never Talk to Strangers
0,0,3145781,Mighty Aphrodite
0,0,49222492,Steal Big Steal Little
0,0,12673239,Screamers
0,0,34051602,Beyond Rangoon
0,0,2233157,Before Sunrise
0,0,6952004,Top Dog
0,0,4455666,Welcome to the Dollhouse
0,0,44659587,Four Rooms
0,0,44420074,Restoration
0,0,31743735,Tank Girl
0,0,81253616,The Pebble and the Penguin
0,0,25035453,White Man's Burden
1,0,58696481,Casper
1,1,48140300,Jumanji
1,0,88660636,Se7en
1,1,5321092,Die Hard: With a Vengeance
0,0,36085138,The Perez Family
0,0,7512856,Dr. Jekyll and Ms. Hyde
0,0,25954232,Richard III
0,0,3972479,Jefferson in Paris
0,0,42632617,Wild Bill
0,0,4524190,Mallrats
0,0,32311622,Othello
0,0,36673259,The Incredibly True Adventure of Two Girls in Love
0,1,111482473,Apollo 13
0,0,15726689,The City of Lost Children
0,0,17973220,Blue in the Face
0,0,11159015,Living in Oblivion
0,0,16991942,Dead Man
1,0,577554,Crimson Tide
1,1,115047475,Waterworld
0,0,2113509,The Underneath
0,0,38902934,Things to Do in Denver When You're Dead
0,0,16991901,The Grass Harp
0,0,43825452,Party Girl
1,0,73755326,While You Were Sleeping
1,0,4292280,Congo
1,0,40900475,Father of the Bride Part II
0,0,44495972,Braveheart
0,0,29654477,Get Shorty
0,0,22942019,The Bridges of Madison County
0,0,74945323,Mortal Kombat
0,0,36057410,Grumpier Old Men
0,1,3670024,Outbreak
0,1,23898996,Heat
0,0,61673466,Babe
0,0,23408565,Waiting to Exhale
0,0,28411330,Bad Boys
0,1,9792294,The American President
1,1,266752194,Independence Day
1,1,167463440,Twister
1,1,132297864,Mission: Impossible
0,1,28886454,Beavis and Butt-Head Do America
0,1,12628887,Jingle All the Way
0,1,11891156,The Cable Guy
0,0,5379775,Courage Under Fire
0,0,31490736,Jack
0,0,45288942,Primal Fear
0,0,16259857,Tin Cup
0,0,10885421,Sleepers
0,0,30292371,Eye for an Eye
0,0,18777698,DragonHeart
0,0,14656070,Up Close & Personal
0,0,6116965,Evita
0,1,19918789,The Preacher's Wife
0,0,1098652,Romeo + Juliet
0,0,9115535,The Juror
0,0,36162882,The Mirror Has Two Faces
0,0,19097822,Happy Gilmore
0,0,2253602,The Ghost and the Darkness
0,1,57250027,Mars Attacks!
0,0,8987671,Set It Off
0,0,40618130,Shine
0,0,34367333,A Thin Line Between Love and Hate
0,0,20146654,The Long Kiss Goodnight
0,0,10096758,Matilda
0,0,60250364,Daylight
1,0,115973713,Jerry Maguire
0,0,16374329,Eddie
0,0,34765871,Sgt. Bilko
0,1,80120660,James and the Giant Peach
0,0,12280649,Spy Hard
0,0,3915712,Bio-Dome
0,1,26599229,Harriet the Spy
0,0,37692242,Escape from L.A.
0,0,83221371,Kingpin
0,0,10648180,The Craft
0,0,17677581,Fargo
0,0,4424851,Sling Blade
0,1,33471782,My Fellow Americans
0,0,1973117,Emma
0,0,6348692,The Quest
0,0,17129423,A Very Brady Sequel
0,0,6305520,Bulletproof (new)
0,1,48198423,Chain Reaction
0,0,21143604,The Glimmer Man
0,0,34924925,City Hall
0,0,3986613,The People vs. Larry Flynt
0,0,44778403,Multiplicity
0,0,27634082,Flipper
0,0,61131677,Kazaam
0,0,63367114,The Fan
0,0,6288130,Last Man Standing
0,0,18425819,The Crow: City of Angels
0,0,14163628,Extreme Measures
0,0,90104855,The Phantom
0,0,53434429,Before and After
0,0,46976518,Fled
1,0,35508922,Ransom
1,1,100812750,101 Dalmatians
1,0,24151308,The Rock
1,1,73860158,The Nutty Professor
